,precision,recall,accuracy,f-score,kappa,tpr,fnr,fpr,tnr
0,29.94822201680172,0.006340308734039951,0.22975172749053788,0.01267367010050603,-0.02988006613855705,0.006340308734039951,0.99365969126596,0.05552600206520137,0.9444739979347982
