,precision,recall,accuracy,f-score,kappa,tpr,fnr,fpr,tnr
0,13.753454935488586,0.0023366276067679696,0.09486915054920882,0.004668232795068184,-0.039320766681981166,0.0023366276067679696,0.9976633723932321,0.11797849766622426,0.8820215023337754
