,precision,recall,accuracy,f-score,kappa,tpr,fnr,fpr,tnr
0,36.63799391729871,0.013653709484028815,0.39292139773371765,0.02728278684141063,-0.01456683398651055,0.013653709484028815,0.986346290515971,0.03094900102674619,0.9690509989732538
