,precision,recall,accuracy,f-score,kappa,tpr,fnr,fpr,tnr
0,17.91332246688066,0.006651909632473971,0.236528583168397,0.013293387331518351,-0.029240981721311107,0.006651909632473971,0.9933480903675261,0.06132646084761678,0.9386735391523833
